CONCISE NET LIST - 1  
LAN_PLLVDD               FB501            2        L_BEAD_0603-600OHM,FERRITE,25%,0.4A,0.4A,0.35OHM,[ ],N/A,N/A,100-0070-000-100-0070-000,600OHM
LAN_PLLVDD               U505             11       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
LAN_PLLVDD_F             C504             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
LAN_PLLVDD_F             C514             1        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
LAN_PLLVDD_F             C1222            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
LAN_PLLVDD_F             C1223            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
LAN_PLLVDD_F             C1224            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
LAN_PLLVDD_F             FB501            1        L_BEAD_0603-600OHM,FERRITE,25%,0.4A,0.4A,0.35OHM,[ ],N/A,N/A,100-0070-000-100-0070-000,600OHM
LAN_PLLVDD_F             FB502            1        L_BEAD_0603-600OHM,FERRITE,25%,0.4A,0.4A,0.35OHM,[ ],N/A,N/A,100-0070-000-100-0070-000,600OHM
LAN_PLLVDD_F             L502             2        L_0603-4.7UH,[ ],20%,0.145A,0.47A,0.24OHM,[ ]@[ ],45MHZ,[ ],130-0094-000-130-0094-000,4.7UH
LAN_PLLVDD_F             R993             2        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
LAN_PLLVDD_F             U505             2        U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
LAN_PLLVDD_F             U505             30       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
LCD0_BKLT_PWM            C119             1        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
LCD0_BKLT_PWM            J501             B27      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
LCD0_BKLT_PWM            LB8              2        L_BEAD_0402-120OHM,FERRITE,25%,[ ],1.2A,0.09OHM,[ ],N/A,N/A,100-0063-000-100-0063-000,120OHM
LCD0_BKLT_PWM_R          LB8              1        L_BEAD_0402-120OHM,FERRITE,25%,[ ],1.2A,0.09OHM,[ ],N/A,N/A,100-0063-000-100-0063-000,120OHM
LCD0_BKLT_PWM_R          U28              J30      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
LCD1_BKLT_PWM            C116             1        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
LCD1_BKLT_PWM            J501             A24      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
LCD1_BKLT_PWM            LB6              2        L_BEAD_0402-120OHM,FERRITE,25%,[ ],1.2A,0.09OHM,[ ],N/A,N/A,100-0063-000-100-0063-000,120OHM
LCD1_BKLT_PWM_R          LB6              1        L_BEAD_0402-120OHM,FERRITE,25%,[ ],1.2A,0.09OHM,[ ],N/A,N/A,100-0063-000-100-0063-000,120OHM
LCD1_BKLT_PWM_R          U28              F32      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
LCD_BL_EN                J501             B28      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
LCD_BL_EN                U28              C33      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
LCD_TE                   J501             A25      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
LCD_TE                   U28              E32      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
LCD_VDD_EN               J501             B26      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
LCD_VDD_EN               U28              H3       U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
MDM2AP_READY             J501             B9       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
MDM2AP_READY             U28              AR36     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
MDM_COLDBOOT             J501             B10      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
MDM_COLDBOOT             U28              AR37     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
MODEM_WAKE_AP            J501             A10      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
MODEM_WAKE_AP            U28              AW29     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
MOTION_INT_1V8           J501             G14      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
MOTION_INT_1V8           Q40              2        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
MOTION_INT_1V8           R997             2        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
MOTION_INT_3V3           Q40              3        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
MOTION_INT_3V3           R154             2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
MOTION_INT_3V3           U28              F28      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
NVJTAG_AP_SEL            J501             A11      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
NVJTAG_AP_SEL            R292             1        R_0402-100K,5 %,62.5MW,195-0487-000-100K,195-0487-000
NVJTAG_AP_SEL            U28              AY33     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
NV_DDR0_0_ZQ0            M6               A5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR0_0_ZQ0            R90              1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
NV_DDR0_0_ZQ1            M6               A8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR0_0_ZQ1            R92              1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
NV_DDR0_1_ZQ0            M5               A5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR0_1_ZQ0            R568             1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
NV_DDR0_1_ZQ1            M5               A8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR0_1_ZQ1            R567             1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
NV_DDR1_0_ZQ0            M4               A5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR1_0_ZQ0            R16              1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
NV_DDR1_0_ZQ1            M4               A8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR1_0_ZQ1            R14              1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
NV_DDR1_1_ZQ0            M2               A5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR1_1_ZQ0            R608             1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
NV_DDR1_1_ZQ1            M2               A8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
NV_DDR1_1_ZQ1            R616             1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
OSC32KIN                 U1               B10      U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
OSC32KIN                 Y1               1        XTAL_SMD_20X12-9H03270062,32.768KHZ,20PPM,3PPM,276PPM,12.5PF,FUNDAMENTAL,085-0293-000-085-0293-000,32.768KHZ
OSC32KOUT                U1               C10      U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
OSC32KOUT                Y1               2        XTAL_SMD_20X12-9H03270062,32.768KHZ,20PPM,3PPM,276PPM,12.5PF,FUNDAMENTAL,085-0293-000-085-0293-000,32.768KHZ
OUT_LDO0                 C20              1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
OUT_LDO0                 R284             1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
OUT_LDO0                 U1               B7       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
OUT_LDO1                 C14              1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
OUT_LDO1                 U1               A10      U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
OUT_LDO1                 U1               B9       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
OUT_LDO1                 U10              B1       U_BUF_OD_DSBGA5-SN74AUP1G07,BUFFER - OPEN DRAIN,115-2068-000-115-2068-000
PEX_CLK1_AP_N            J501             A45      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_CLK1_AP_N            U28              AY18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_CLK1_AP_P            J501             A44      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_CLK1_AP_P            U28              AY17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_CLK2_N               J501             A42      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_CLK2_N               U28              AV18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_CLK2_P               J501             A41      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_CLK2_P               U28              AW18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_CLK3_AP_N            J501             B46      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_CLK3_AP_N            U28              AV17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_CLK3_AP_P            J501             B45      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_CLK3_AP_P            U28              AW17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_L0_CLKREQ_AP         J501             C48      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_L0_CLKREQ_AP         R60              2        R_0402-56K,5 %,62.5MW,195-0613-000-195-0613-000,56K
PEX_L0_CLKREQ_AP         U28              AV20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_L0_RST_AP            J501             C49      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_L0_RST_AP            R57              2        R_0402-56K,5 %,62.5MW,195-0613-000-195-0613-000,56K
PEX_L0_RST_AP            U28              AY20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_L1_CLKREQ            J501             C46      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_L1_CLKREQ            R56              2        R_0402-56K,5 %,62.5MW,195-0613-000-195-0613-000,56K
PEX_L1_CLKREQ            U28              AT20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_L1_RST               J501             D49      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_L1_RST               R62              2        R_0402-56K,5 %,62.5MW,195-0613-000-195-0613-000,56K
PEX_L1_RST               U28              AU20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_L2_CLKREQ_AP         U28              AW20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_L2_CLKREQ_AP         U526             4        U_SW_ANA_3159_SOT23_6-TS5A3159-Q1,SWITCH - ANALOG,115-2220-000-115-2220-000
PEX_L2_CLKREQ_CON        J501             C47      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_L2_CLKREQ_CON        R58              2        R_0402-56K,5 %,62.5MW,195-0613-000-195-0613-000,56K
PEX_L2_CLKREQ_CON        U526             3        U_SW_ANA_3159_SOT23_6-TS5A3159-Q1,SWITCH - ANALOG,115-2220-000-115-2220-000
PEX_L2_RST_AP            J501             E50      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_L2_RST_AP            R63              2        R_0402-56K,5 %,62.5MW,195-0613-000-195-0613-000,56K
PEX_L2_RST_AP            U28              AR20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_RX0_AP_N             U28              AY12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_RX0_AP_N             U510             4        U_MUX_PCIE_QFN20-TC7PCI3212MT,OTHER,115-2082-000-115-2082-000
PEX_RX0_AP_P             U28              AY11     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_RX0_AP_P             U510             3        U_MUX_PCIE_QFN20-TC7PCI3212MT,OTHER,115-2082-000-115-2082-000
PEX_TERMP                R347             1        R_0402-2.49K,1 %,62.5MW,195-0194-000-195-0194-000,2.49K
PEX_TERMP                U28              AR13     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_TESTCLK0             R342             2        R_0402-200OHM,1 %,62.5MW,195-0148-000-195-0148-000,200OHM
PEX_TESTCLK0             SS9              2        SHUNT_0201_SH-BASE
PEX_TESTCLK0             U28              AW14     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_TESTCLK0*            R342             1        R_0402-200OHM,1 %,62.5MW,195-0148-000-195-0148-000,200OHM
PEX_TESTCLK0*            SS8              2        SHUNT_0201_SH-BASE
PEX_TESTCLK0*            U28              AV14     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_TESTCLK1             R345             2        R_0402-200OHM,1 %,62.5MW,195-0148-000-195-0148-000,200OHM
PEX_TESTCLK1             SS11             2        SHUNT_0201_SH-BASE
PEX_TESTCLK1             U28              AW6      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_TESTCLK1*            R345             1        R_0402-200OHM,1 %,62.5MW,195-0148-000-195-0148-000,200OHM
PEX_TESTCLK1*            SS10             2        SHUNT_0201_SH-BASE
PEX_TESTCLK1*            U28              AV6      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_TX0_AP_N             U28              AU14     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_TX0_AP_N             U510             8        U_MUX_PCIE_QFN20-TC7PCI3212MT,OTHER,115-2082-000-115-2082-000
PEX_TX0_AP_P             U28              AT14     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_TX0_AP_P             U510             7        U_MUX_PCIE_QFN20-TC7PCI3212MT,OTHER,115-2082-000-115-2082-000
PEX_WAKE_L               J501             D48      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_WAKE_L               R59              2        R_0402-56K,5 %,62.5MW,195-0613-000-195-0613-000,56K
PEX_WAKE_L               U28              AP20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX0_AP_N          J501             H45      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX0_AP_N          U28              AY9      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX0_AP_P          J501             H44      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX0_AP_P          U28              AY8      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX1_AP_N          J501             G43      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX1_AP_N          U28              AW11     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX1_AP_P          J501             G42      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX1_AP_P          U28              AV11     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX2_N             J501             F41      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX2_N             U28              AW9      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX2_P             J501             F40      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX2_P             U28              AV9      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX3_N             J501             G40      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX3_N             U28              AW12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_RX3_P             J501             G39      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_RX3_P             U28              AV12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX0_AP_N          J501             E45      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX0_AP_N          U28              AP12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX0_AP_P          J501             E44      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX0_AP_P          U28              AR12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX1_AP_N          J501             D43      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX1_AP_N          U28              AU8      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX1_AP_P          J501             D42      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX1_AP_P          U28              AT8      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX2_N             J501             C41      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX2_N             U28              AT11     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX2_P             J501             C40      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX2_P             U28              AU11     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX3_N             J501             D40      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX3_N             U28              AU12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PEX_X4_TX3_P             J501             D39      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PEX_X4_TX3_P             U28              AT12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PHY_RDAC                 R521             1        R_0402-1.24K,1 %,0.1W,195-2884-000-1.24K,195-2884-000
PHY_RDAC                 U505             10       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
PHY_XTALI                C507             1        C_0402-8.2PF,C0G,0.25PF,50V,032-0346-000-032-0346-000,8.2PF
PHY_XTALI                U503             3        XTAL_4PIN_SMD_16X12-1ZZHAM25000BC0B,25MHZ,20PPM,2PPM,50PPM,7PF,FUNDAMENTAL,085-0306-000-085-0306-000,25MHZ
PHY_XTALI                U505             8        U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
PHY_XTALO                C523             1        C_0402-8.2PF,C0G,0.25PF,50V,032-0346-000-032-0346-000,8.2PF
PHY_XTALO                U503             1        XTAL_4PIN_SMD_16X12-1ZZHAM25000BC0B,25MHZ,20PPM,2PPM,50PPM,7PF,FUNDAMENTAL,085-0306-000-085-0306-000,25MHZ
PHY_XTALO                U505             7        U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
PMIC_1V8_LOAD_SW_EN      Q22              1        Q_FET_N_ENH_SOT723-NTK3134NT1G,20V,-1000MOHM@10V / -1000MOHM@4.5V / 260MOHM@2.5V,0.89A,0.99A,6V,0.45W,[ ]@10V / [ ]@4.5V / [ ]B
PMIC_1V8_LOAD_SW_EN      R575             2        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
PMIC_1V8_LOAD_SW_EN      U1               F9       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_1V8_LOAD_SW_EN      U513             C2       U_POWER_SW_BGA6-TPS22925,0MV..3.6V,0.65V..3.6V,3A,SWITCH,315-0982-000-315-0982-000
PMIC_5V0_SYS_EN_R        R3517            2        R_0402-95.3K,1 %,62.5MW,195-0475-000-195-0475-000,95.3K
PMIC_5V0_SYS_EN_R        R3518            1        R_0402-26.7K,1 %,62.5MW,195-0210-000-195-0210-000,26.7K
PMIC_5V0_SYS_EN_R        U3503            8        U_SWREG_TPS5433XA_VSON10-TPS54335ADRCT,BUCK,1PH,1.5MHZ,NONE,0.8V..24V,1.5%,0.8V,28V,3A,1.9W,316-0460-000-0.8V,316-0460-000
PMIC_ACOK_CHIP_L         C274             2        C_0402W-1UF,X7S,10%,10V,032-0453-000-032-0453-000,1UF
PMIC_ACOK_CHIP_L         Q69              1        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
PMIC_ACOK_CHIP_L         R128             1        R_0402-4.7K,5 %,62.5MW,195-2705-000-195-2705-000,4.7K
PMIC_ACOK_CHIP_L         R382             2        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
PMIC_ACOK_L              J501             A49      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PMIC_ACOK_L              Q30              2        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
